i     |               X Real          X Imaginary  |        Error Real   Error Imaginary
1536  |    -1.71702600321764     4.84337600390016  |   0.0000000000252  -0.0000000001296
1537  |    -4.04550145930998    -2.10244297634885  |   0.0000000000109  -0.0000000001935
1538  |    -7.95443133433186     6.84223234807725  |   0.0000000001531  -0.0000000001054
1539  |    -2.94089692527358    -4.22908670258692  |  -0.0000000000351  -0.0000000000175
1540  |     0.02110011927950    -2.19189602810525  |   0.0000000000488  -0.0000000000956
1541  |   -11.65329527076364     9.61386304863523  |   0.0000000000321  -0.0000000000463
1542  |    -0.45657633599019    -7.04539125807300  |   0.0000000000271  -0.0000000001272
1543  |    -3.34409323910568     2.46955282355306  |   0.0000000000917  -0.0000000000465
1544  |    -7.21304324447397    -3.48279377500061  |  -0.0000000000528  -0.0000000001360
1545  |    -1.77619348410131    -1.27870572927133  |   0.0000000001455  -0.0000000000767
1546  |    -4.46193384891069     0.69671401456397  |  -0.0000000000495  -0.0000000000878
1547  |    -2.40273408614581     8.14453958779484  |   0.0000000001263  -0.0000000000578
1548  |    -4.83914051874857    -4.17074416831368  |  -0.0000000001240  -0.0000000001222
1549  |    -1.77116745839064    -2.39942324245368  |   0.0000000001600  -0.0000000001283
1550  |    -8.49583778724948    -5.70759038583276  |   0.0000000000000  -0.0000000000097
1551  |     3.75948109819121    -4.98384002489667  |   0.0000000000661  -0.0000000000062
1552  |     5.14163124978685    10.67992889621905  |   0.0000000000092  -0.0000000000190
1553  |     9.11903159479751     2.00827964334356  |   0.0000000001215  -0.0000000000225
1554  |   -18.91465839489774   -15.21472433778214  |  -0.0000000000325  -0.0000000000824
1555  |    -5.89166487836962   -12.42805506214637  |   0.0000000002125  -0.0000000000832
1556  |    -7.05812990749947     2.75776365101788  |  -0.0000000000136  -0.0000000000425
1557  |   -14.01099177160227     9.54893599435709  |   0.0000000001351  -0.0000000001191
1558  |   -10.90411356377314    -1.69102088283640  |  -0.0000000000162  -0.0000000001186
1559  |    19.01493467849051    14.66137690147867  |   0.0000000001872  -0.0000000001510
1560  |    11.37057456546829    -1.06146686603186  |   0.0000000000114  -0.0000000000312
1561  |    14.22359793907894     9.85776676603970  |   0.0000000000154  -0.0000000001837
1562  |     2.65043743153799   -11.47333778184396  |   0.0000000001791  -0.0000000000579
1563  |     7.24877768732460    15.11543760930677  |  -0.0000000001017  -0.0000000001303
1564  |    -0.47956237657268    14.07548435299001  |   0.0000000002335  -0.0000000001018
1565  |   -13.42716104359901     2.80973846245542  |  -0.0000000000988  -0.0000000000604
1566  |    12.75106793507491    -8.95586681720952  |   0.0000000000821  -0.0000000001972
1567  |     5.64207833166505     0.35755566186333  |   0.0000000001720  -0.0000000000256
1568  |     1.27358169716421    -2.24777837405910  |  -0.0000000000706  -0.0000000000578
1569  |    -3.36426015502344    -1.28053174969163  |   0.0000000001514  -0.0000000000977
1570  |   -17.99210993118901     2.24890101018876  |   0.0000000000564  -0.0000000000474
1571  |     2.82434129123451   -16.38490358032175  |   0.0000000000253  -0.0000000001393
1572  |    10.22575554646107    -3.30846927168083  |   0.0000000001227  -0.0000000001451
1573  |    11.96369101269238     6.96280149865977  |  -0.0000000000046  -0.0000000001578
1574  |    10.08032892153212    -1.55466054907813  |   0.0000000000863  -0.0000000001860
1575  |    -8.69676985365888    11.83915995892074  |   0.0000000001117  -0.0000000000749
1576  |    16.06398509895510    17.88740029600580  |   0.0000000000394  -0.0000000000449
1577  |     0.51643205975020     4.12984897501080  |   0.0000000000428  -0.0000000000703
1578  |     9.15367304897847    10.70221481360607  |   0.0000000000592  -0.0000000001311
1579  |    -9.38672064679330   -10.94276353705952  |   0.0000000000609  -0.0000000001483
1580  |     9.60401591087227     3.26197274705448  |   0.0000000000545  -0.0000000001921
1581  |     2.45784838870864    -4.81674027041843  |   0.0000000001241  -0.0000000001278
1582  |    -3.94497051994300     2.07603968281669  |  -0.0000000000456  -0.0000000001545
1583  |    -8.59302842915157    -7.36595888375453  |   0.0000000000500  -0.0000000001963
1584  |    -2.82390497323544     4.65046374097169  |   0.0000000000735  -0.0000000001485
1585  |    -1.85426233040457     3.84134294884528  |   0.0000000001183  -0.0000000000338
1586  |     5.24718032977066    -2.32049727871546  |  -0.0000000001045  -0.0000000000895
1587  |     4.62272177180078    -1.42169987561351  |   0.0000000001106  -0.0000000001736
1588  |     0.43420783994154     3.75592478671458  |   0.0000000000042  -0.0000000001442
1589  |   -10.37251752929580    14.90415548399472  |   0.0000000000558  -0.0000000001856
1590  |     4.97003271910136   -13.92525346652948  |   0.0000000000468  -0.0000000001305
1591  |    -7.55955997048799    -7.62796972280541  |  -0.0000000000167  -0.0000000001573
1592  |     2.99561381151597   -14.88919983717240  |  -0.0000000000044  -0.0000000001730
1593  |    -3.85443287965623    -0.83404903907447  |   0.0000000000200  -0.0000000001678
1594  |    -5.32862082310253     8.26955641573587  |   0.0000000000355  -0.0000000000948
1595  |     0.94526462914840     5.12014795405757  |  -0.0000000000050  -0.0000000000709
1596  |   -15.35407801299689     2.17429465200254  |   0.0000000000440  -0.0000000000402
1597  |    -1.08254295365387     5.79904394279229  |  -0.0000000000479  -0.0000000000825
1598  |    18.47458074300654    -4.06501037038356  |   0.0000000001276  -0.0000000000898
1599  |    -7.73190684343390     2.56639409831654  |  -0.0000000000388  -0.0000000000759
1600  |    -5.63247888967862     4.46519797556329  |   0.0000000000627  -0.0000000001679
1601  |    -5.76993590546872     5.69913856562594  |   0.0000000000446  -0.0000000001146
1602  |     4.52903268228296    -7.33592674254628  |  -0.0000000000421  -0.0000000001996
1603  |     9.70034243243964    -4.61578914301295  |   0.0000000001853  -0.0000000001065
1604  |     3.96955644950459     3.88888368152477  |  -0.0000000000922  -0.0000000000786
1605  |     1.99723224273361    -5.17876441552467  |  -0.0000000000028  -0.0000000001761
1606  |   -12.14897575309775   -11.84295178621461  |   0.0000000000262  -0.0000000001682
1607  |    -3.47179484599527    -2.42171674956793  |   0.0000000000800  -0.0000000000990
1608  |     6.13279462962657    22.48438562793632  |  -0.0000000000281  -0.0000000000578
1609  |     0.93866334086645     2.76621652511036  |   0.0000000000071  -0.0000000000939
1610  |     1.96716956114024   -23.38891648007034  |   0.0000000001099  -0.0000000000542
1611  |    -3.22071483115336    -2.78194530227531  |  -0.0000000000210  -0.0000000000411
1612  |    -3.60180707907596    -5.63197290271611  |  -0.0000000000949  -0.0000000002029
1613  |    -0.11059121623416    -5.99953637185741  |   0.0000000002126  -0.0000000001750
1614  |    -7.06234468088787    -4.32296415574741  |   0.0000000000307  -0.0000000000414
1615  |    -9.71560375788492    -8.69327759184502  |  -0.0000000001069  -0.0000000001448
1616  |    -5.01799036856274   -17.55596705627993  |   0.0000000000854  -0.0000000001942
1617  |     3.56433498014823    -2.37453882768380  |   0.0000000000647  -0.0000000001002
1618  |    -2.20145360105402     2.75829956804307  |  -0.0000000000596  -0.0000000001232
1619  |     3.91379868490764     1.46150233104372  |   0.0000000000396  -0.0000000001319
1620  |     4.38880784489232     9.75450377368355  |   0.0000000000501  -0.0000000000902
1621  |     5.18143213217181   -15.02848401347982  |   0.0000000000156  -0.0000000000488
1622  |     4.70400709195319    25.63031683631675  |   0.0000000000129  -0.0000000000954
1623  |    -3.73652146522471    -7.14645036073116  |   0.0000000000838  -0.0000000000557
1624  |     2.74368975649229     9.20262244306530  |  -0.0000000001573  -0.0000000001909
1625  |    -5.04574311584304    -0.81545762524068  |   0.0000000002787  -0.0000000001558
1626  |     4.71332516058533    -2.71891450719916  |  -0.0000000001903  -0.0000000001068
1627  |     3.30756681738812    -0.26704010155161  |   0.0000000001601  -0.0000000001990
1628  |    -1.88642161472328     1.41830746616470  |  -0.0000000000161  -0.0000000000496
1629  |   -12.10597101425073   -13.99808013337418  |  -0.0000000000212  -0.0000000001608
1630  |   -13.44766357981837     6.70521491212363  |   0.0000000000498  -0.0000000000864
1631  |     1.74168726987324     4.93104923421020  |  -0.0000000000863  -0.0000000001761
1632  |    -2.50064251735523     3.54810448906193  |   0.0000000001667  -0.0000000000846
1633  |    13.57296909401476     3.80167758757526  |  -0.0000000001002  -0.0000000000766
1634  |     8.23336665078761     9.64925630221201  |   0.0000000000662  -0.0000000000921
1635  |     0.65977722294381     6.33731818183541  |  -0.0000000000707  -0.0000000001261
1636  |   -18.45201990266046     3.90812674226216  |   0.0000000002253  -0.0000000000582
1637  |    -1.39012533687296     2.32266171557116  |  -0.0000000001945  -0.0000000000534
1638  |     4.52745263124216    -2.76159240292766  |   0.0000000000965  -0.0000000001984
1639  |    19.32292754768472    11.61070501693023  |   0.0000000000627  -0.0000000000793
1640  |    -1.42360580793319     3.50764736296615  |   0.0000000000047  -0.0000000001207
1641  |    12.51192024294359    -7.13921713819775  |   0.0000000000941  -0.0000000000530
1642  |   -19.17682252847630     4.89545859011196  |  -0.0000000000265  -0.0000000000965
1643  |    -3.65966974535695     7.66508285278123  |   0.0000000000357  -0.0000000001139
1644  |     8.44278469836357     8.11662656099022  |  -0.0000000000355  -0.0000000001940
1645  |    -4.59109353013721    -3.22354612464002  |   0.0000000002351  -0.0000000000999
1646  |    -0.10614714355382   -11.30360173114421  |  -0.0000000001036  -0.0000000000662
1647  |    -5.10517873180667    -4.14565476472011  |   0.0000000000097  -0.0000000001787
1648  |     9.02343999990680     4.18442896865730  |   0.0000000000520  -0.0000000001696
1649  |    -4.36948449417735     6.85880100380736  |   0.0000000000342  -0.0000000001443
1650  |     2.88660684239467    -1.28381379382536  |   0.0000000000599  -0.0000000001188
1651  |     4.84638537570759     6.15466741975388  |   0.0000000000524  -0.0000000000581
1652  |   -12.85939236736280    -5.33253325444404  |  -0.0000000001571  -0.0000000001645
1653  |    13.26894403885049    16.32038056446670  |   0.0000000002016  -0.0000000001692
1654  |     6.47533292522178     0.71470994410439  |  -0.0000000000417  -0.0000000000849
1655  |     5.98596129427691     3.18024339429384  |   0.0000000000221  -0.0000000001465
1656  |   -12.82159084058874    -2.84889226721780  |   0.0000000000104  -0.0000000001315
1657  |     3.76878815186400    -6.09606743450130  |   0.0000000000352  -0.0000000001444
1658  |   -12.39815411342870   -20.88353691786408  |  -0.0000000000327  -0.0000000001490
1659  |     1.03079380756629    -8.45498553656855  |   0.0000000001104  -0.0000000001372
1660  |     2.88311280627935   -14.78191435090429  |  -0.0000000000914  -0.0000000001116
1661  |   -11.47439519352689     5.56105968703583  |   0.0000000000365  -0.0000000001878
1662  |    -0.96542148491931    12.13397179768150  |   0.0000000000129  -0.0000000001186
1663  |     4.63487226256988   -10.81039085503832  |   0.0000000000091  -0.0000000001484
1664  |    -0.56722377044533    -5.34978749246562  |   0.0000000000298  -0.0000000000769
1665  |   -14.88328152885954    13.99479913133528  |  -0.0000000001092  -0.0000000001615
1666  |    10.05135191758831     0.99750509289338  |   0.0000000002087  -0.0000000000837
1667  |     7.81113325255775     6.80701579618185  |  -0.0000000002027  -0.0000000000882
1668  |     6.37743963432307     1.88745731737377  |   0.0000000000975  -0.0000000001801
1669  |    -4.06135583566768     5.64719235306208  |   0.0000000000489  -0.0000000000733
1670  |    -1.08979877228248     1.65832646979682  |  -0.0000000000751  -0.0000000001306
1671  |    10.61293654385565     6.86891532626267  |   0.0000000001364  -0.0000000000972
1672  |     1.89819253332539   -12.48019898659735  |  -0.0000000000842  -0.0000000000909
1673  |    -8.41160230332268     2.71004030638310  |  -0.0000000000195  -0.0000000001745
1674  |    -8.30979943855375     4.10233676814759  |   0.0000000000442  -0.0000000001701
1675  |     6.82100224771955    -1.33153713955817  |   0.0000000001578  -0.0000000000765
1676  |   -16.80555016164950     0.04752881272473  |  -0.0000000001929  -0.0000000000855
1677  |     8.05813667356673    -1.70773566197447  |   0.0000000001214  -0.0000000001844
1678  |    -5.97222889828667    -8.07376278260681  |   0.0000000000279  -0.0000000000611
1679  |     3.82950828075831     4.02903242540242  |  -0.0000000001381  -0.0000000001952
1680  |    -0.31863926842251    -3.87819412268373  |   0.0000000001670  -0.0000000001362
1681  |     0.80503903062433     5.73737743683340  |  -0.0000000000747  -0.0000000001231
1682  |     0.73097308401607   -15.79019478464837  |   0.0000000001423  -0.0000000000677
1683  |    13.41842483162952    21.75701357896738  |  -0.0000000001393  -0.0000000000945
1684  |     9.50642443461617     3.59946216484233  |   0.0000000001862  -0.0000000000987
1685  |    13.93039016365584     1.17767399258385  |  -0.0000000001323  -0.0000000000969
1686  |    -8.68690003473388     4.34557035491996  |   0.0000000000690  -0.0000000001927
1687  |     2.49755742213106    16.05626430435576  |  -0.0000000000171  -0.0000000001699
1688  |     4.26423987999646     0.52586582257328  |   0.0000000000481  -0.0000000001924
1689  |     0.87617132468532    -7.67362021314392  |   0.0000000000298  -0.0000000001364
1690  |     6.32547180790645   -16.26590683398861  |   0.0000000000403  -0.0000000001155
1691  |    -5.40105166554235   -10.72178042650940  |  -0.0000000000209  -0.0000000001018
1692  |    -3.73212040411167     9.29549926691355  |   0.0000000000127  -0.0000000001291
1693  |    10.66583619795673    -1.66202211729506  |  -0.0000000000915  -0.0000000001726
1694  |   -10.83826825044921   -22.25161280285176  |   0.0000000000827  -0.0000000001990
1695  |    -7.96204144787131    -3.52438612917746  |  -0.0000000000347  -0.0000000001470
1696  |    11.93663114316203    -4.66956979253552  |   0.0000000000870  -0.0000000001409
1697  |   -10.96120717755348     8.58793092402449  |  -0.0000000000730  -0.0000000000825
1698  |    -5.16526057976308     0.91236158610936  |  -0.0000000000715  -0.0000000001870
1699  |     4.16782044790763     2.10188112957758  |   0.0000000001268  -0.0000000001137
1700  |    -2.30272765042947    11.23513381631738  |  -0.0000000000737  -0.0000000001086
1701  |    -3.46210453958036    -1.95787432944881  |   0.0000000000164  -0.0000000001139
1702  |     2.23912129856768     8.12891469400939  |  -0.0000000000906  -0.0000000001608
1703  |    11.28610525120506     2.06697384324419  |   0.0000000001196  -0.0000000001366
1704  |    10.60077417037158     9.52045040079360  |  -0.0000000000346  -0.0000000000947
1705  |    -8.57659877160581    -5.14124693007932  |  -0.0000000000325  -0.0000000001242
1706  |    -5.63465489217163    21.10070242451297  |  -0.0000000000393  -0.0000000001630
1707  |    -9.59883810349143     2.74808126019312  |   0.0000000001300  -0.0000000001163
1708  |     7.67648592237636   -12.98676722662312  |  -0.0000000001398  -0.0000000001139
1709  |    16.74175593921724    24.45875859697428  |   0.0000000000809  -0.0000000001611
1710  |    13.33060679267965     2.48372495162362  |  -0.0000000000629  -0.0000000001160
1711  |    20.05015773055887    -4.88154966792877  |  -0.0000000000093  -0.0000000001806
1712  |     9.16415929031036    -7.65721729599885  |   0.0000000000906  -0.0000000000944
1713  |     0.98256028256277    -8.58582225780560  |  -0.0000000000958  -0.0000000001189
1714  |    -5.40331771891989   -14.38337432017856  |   0.0000000001133  -0.0000000000876
1715  |    20.85803983070004    12.81173125297367  |  -0.0000000001839  -0.0000000001252
1716  |    -8.62292916682498     2.29985531200842  |   0.0000000001370  -0.0000000001604
1717  |     6.47507480615401    12.83692850309606  |   0.0000000000304  -0.0000000000727
1718  |    -4.86248383275669     7.72180203267959  |  -0.0000000000353  -0.0000000001021
1719  |    11.46604356550582     0.57106547702804  |  -0.0000000000449  -0.0000000001447
1720  |     5.65337399577412     0.98850368215331  |   0.0000000000926  -0.0000000001493
1721  |    -1.97040865669371     8.32866920308313  |  -0.0000000000985  -0.0000000001460
1722  |    -2.24271208593899    -3.69712655000689  |   0.0000000000868  -0.0000000001883
1723  |    17.61712640898713    -6.20139834013959  |   0.0000000001129  -0.0000000000757
1724  |    13.05450801084233    10.14326751412390  |  -0.0000000001505  -0.0000000001252
1725  |     6.36912251057618    10.06426419961004  |   0.0000000000467  -0.0000000001781
1726  |    -7.66739553729983     0.36109342621083  |   0.0000000000173  -0.0000000001599
1727  |    15.76046858584117     8.88366196763797  |  -0.0000000000772  -0.0000000001899
1728  |   -18.08031105811670   -11.32367882328634  |   0.0000000000508  -0.0000000002018
1729  |     4.96556042862502    -0.62739089964968  |   0.0000000000359  -0.0000000001391
1730  |     1.93528684180258    25.33513661182841  |   0.0000000000257  -0.0000000001149
1731  |   -11.79561849110126    -2.92005713090996  |  -0.0000000000718  -0.0000000001092
1732  |    -8.07840626496438     1.64813414511825  |  -0.0000000000886  -0.0000000001902
1733  |     6.30620374381114     6.06820319616585  |   0.0000000000013  -0.0000000001956
1734  |   -12.16835525723844    -8.28645996110238  |   0.0000000000435  -0.0000000001805
1735  |     6.54371572166628    -4.15374013460971  |   0.0000000000735  -0.0000000000851
1736  |     2.98931331410686    -4.12932838104888  |  -0.0000000001809  -0.0000000001304
1737  |    10.36610886441099     9.55624971521413  |   0.0000000001073  -0.0000000001378
1738  |   -11.79593500589014     6.71537999430187  |  -0.0000000001469  -0.0000000001367
1739  |     9.33411090677276     8.98220582605997  |   0.0000000000951  -0.0000000001661
1740  |    -6.18606955673315    10.22942186234941  |  -0.0000000000421  -0.0000000001065
1741  |    17.99089322508545     3.22755594686518  |  -0.0000000000907  -0.0000000001736
1742  |     1.99561344360688   -13.91849016952467  |   0.0000000000623  -0.0000000001524
1743  |    -6.94363684504509    28.15327098593289  |   0.0000000000078  -0.0000000001234
1744  |    -1.09598946797137    14.62762817656808  |  -0.0000000000120  -0.0000000001039
1745  |   -23.28225899727210    12.27699611539590  |  -0.0000000001310  -0.0000000001620
1746  |     2.41840333598385   -13.60247591917982  |   0.0000000000491  -0.0000000001798
1747  |     9.97897030752850    15.93156204739405  |  -0.0000000001075  -0.0000000001793
1748  |    -6.25907515118889    -0.79829000397364  |   0.0000000001145  -0.0000000001695
1749  |    13.33014983873842    -0.74194377110579  |  -0.0000000000249  -0.0000000000820
1750  |   -14.17560729485296     8.25572404367327  |  -0.0000000000888  -0.0000000001334
1751  |    -6.71333796395663     7.46171998116465  |   0.0000000000206  -0.0000000001148
1752  |     0.30619110620941     7.15586653639365  |  -0.0000000001066  -0.0000000001555
1753  |     1.32131760088220     1.03236721578883  |   0.0000000001582  -0.0000000001143
1754  |     1.71332974476232    10.74745167863158  |  -0.0000000002284  -0.0000000001237
1755  |    -8.96140525378528     2.52207314465262  |   0.0000000000865  -0.0000000001955
1756  |    -9.02888854466980    -0.61443737520072  |   0.0000000000391  -0.0000000000993
1757  |    -7.99277968776174    11.12305650630642  |  -0.0000000002619  -0.0000000001945
1758  |    -2.12073535928239     5.37911765520774  |   0.0000000002048  -0.0000000001904
1759  |     0.44827966574690    -9.06408092278662  |  -0.0000000000617  -0.0000000000928
1760  |     0.68352490918490    -0.52393782395383  |  -0.0000000000676  -0.0000000001434
1761  |     2.26968609027356     6.75728640311897  |   0.0000000000428  -0.0000000001047
1762  |     2.73331734396625   -10.20769057852415  |  -0.0000000001169  -0.0000000001292
1763  |   -12.80041773580255    -6.83628464351268  |   0.0000000000628  -0.0000000001261
1764  |    10.83731428805618    14.59198475238646  |  -0.0000000000259  -0.0000000001055
1765  |   -18.29589564420737    -1.15341931020959  |   0.0000000000078  -0.0000000001034
1766  |   -21.01876150000057    14.36698250552969  |  -0.0000000000981  -0.0000000001391
1767  |    -4.02379082639825    11.67953112034984  |   0.0000000000780  -0.0000000001462
1768  |     7.40150345917122     4.24811499617190  |  -0.0000000001475  -0.0000000001634
1769  |     0.51133445574900    13.05158317659462  |   0.0000000001309  -0.0000000001844
1770  |    -7.20451061219967    -5.67845877539239  |  -0.0000000000483  -0.0000000001202
1771  |     9.37189742489537     2.94327012138926  |  -0.0000000000609  -0.0000000001806
1772  |    -5.75142458121905     1.29298055637797  |  -0.0000000000137  -0.0000000001649
1773  |    -3.34768510180060     1.16288134096150  |   0.0000000000207  -0.0000000001785
1774  |    11.42096440670379   -11.32489629121112  |   0.0000000000197  -0.0000000001159
1775  |     5.22589012643683     6.50938799586219  |  -0.0000000001474  -0.0000000001784
1776  |    -2.66488647081512    -3.56204239535524  |   0.0000000000987  -0.0000000001484
1777  |     8.41792391108961     3.07979621328595  |  -0.0000000002438  -0.0000000001975
1778  |   -10.37785509343351    17.37027934204957  |   0.0000000002739  -0.0000000001641
1779  |    -8.74627005544627    -0.73451130654305  |  -0.0000000002635  -0.0000000001128
1780  |    11.32600170663470    -6.13160108823151  |   0.0000000000443  -0.0000000002020
1781  |    13.92685227877772    -5.81769327262074  |   0.0000000000704  -0.0000000000958
1782  |    -3.37418960689077    -3.14298775353225  |  -0.0000000001961  -0.0000000001470
1783  |    12.08009999787050    -7.01265861941270  |   0.0000000000817  -0.0000000001534
1784  |    -3.11756174906718    -3.44311814406476  |  -0.0000000000734  -0.0000000001290
1785  |     0.78147151474828   -17.38452744818108  |  -0.0000000000974  -0.0000000001749
1786  |    -1.87847078435565    -1.57203154007933  |   0.0000000000948  -0.0000000001539
1787  |    16.55605890722902    -0.96865864494398  |  -0.0000000001232  -0.0000000001344
1788  |    12.57833760327871    -1.24342948152665  |  -0.0000000000128  -0.0000000001743
1789  |     2.83996232846311    -8.13066823166295  |   0.0000000000002  -0.0000000001370
1790  |     1.17938797236155    10.28943306486353  |  -0.0000000000286  -0.0000000001459
1791  |   -18.43440758015858    -3.25224814332590  |   0.0000000000157  -0.0000000001153
1792  |    -6.95094158292681    -8.18893603844549  |  -0.0000000001631  -0.0000000001583
1793  |     5.27392948886719    12.36244552484908  |   0.0000000000495  -0.0000000001758
1794  |    -3.68532320506518     2.26118287543510  |  -0.0000000000384  -0.0000000001552
1795  |     7.66848371773571   -22.33847192826715  |  -0.0000000000478  -0.0000000001662
1796  |    -7.67052561027577    -0.62018758463220  |  -0.0000000001228  -0.0000000001940
1797  |     1.02717302180651   -14.72571896097756  |   0.0000000000739  -0.0000000001923
1798  |     1.16394174265117    10.75587023818865  |   0.0000000000201  -0.0000000001230
1799  |    20.54540694642241     6.96561002799500  |  -0.0000000001839  -0.0000000001526
1800  |    -4.76643378978638     4.35888478392492  |  -0.0000000000071  -0.0000000001828
1801  |   -15.74541619194066    -4.58789297967027  |   0.0000000000242  -0.0000000001424
1802  |    -0.52757234247605    -1.61953110150738  |  -0.0000000001010  -0.0000000001402
1803  |    -5.27830022031443   -17.60762938271069  |   0.0000000000142  -0.0000000001431
1804  |    -5.07995286410336    -5.40836555560666  |  -0.0000000000822  -0.0000000001281
1805  |    -8.78417055000703   -17.77661201496904  |  -0.0000000000266  -0.0000000001541
1806  |    -5.86222651919497    -2.74685688822001  |  -0.0000000000175  -0.0000000001287
1807  |    -0.67348294009385    -2.80227718880518  |  -0.0000000001256  -0.0000000001703
1808  |     3.79167320962249     5.54879579036520  |   0.0000000000581  -0.0000000001564
1809  |   -19.81497364891393    -0.18030794591156  |  -0.0000000002076  -0.0000000001839
1810  |     3.90061982736905    -8.82340180042071  |   0.0000000001117  -0.0000000001922
1811  |     0.52785255891729     8.20048952290293  |  -0.0000000001239  -0.0000000001502
1812  |     1.59951481451545     2.83773976875175  |  -0.0000000000571  -0.0000000001899
1813  |    -8.21657373445509   -16.06049995533020  |   0.0000000000729  -0.0000000001368
1814  |     5.09258179636870    -6.04275567275471  |  -0.0000000000765  -0.0000000001140
1815  |     0.76263153513052    -3.93991758534261  |  -0.0000000000291  -0.0000000001187
1816  |    17.43105701123681   -21.71742079994654  |  -0.0000000000702  -0.0000000001197
1817  |   -23.72554067861331    30.42250758093355  |  -0.0000000000978  -0.0000000001574
1818  |     1.95039909823811    -5.64449403168655  |   0.0000000000188  -0.0000000001575
1819  |     1.34886476319459    -6.78648063164689  |  -0.0000000001504  -0.0000000001804
1820  |    10.77123370688259     9.88203228229326  |   0.0000000000270  -0.0000000001972
1821  |   -16.88507438429334     6.66977007011079  |  -0.0000000001264  -0.0000000001920
1822  |    17.23580940891986     3.99452146783396  |   0.0000000000405  -0.0000000001999
1823  |    12.48917255427988    -3.75687098661684  |  -0.0000000000443  -0.0000000001522
1824  |     4.21783182073178     6.10654887292669  |  -0.0000000001154  -0.0000000001751
1825  |    -7.72605172992963     2.31776526671696  |   0.0000000000488  -0.0000000001522
1826  |   -13.72264964144673    10.21139032143177  |  -0.0000000000916  -0.0000000001275
1827  |     3.92232870833234     8.90720066923980  |  -0.0000000001314  -0.0000000001617
1828  |    -8.77870689714415     7.26282110339823  |   0.0000000000360  -0.0000000001504
1829  |    -6.17973407674759     7.49534788515221  |  -0.0000000000935  -0.0000000001394
1830  |     1.51320958301730    -6.79294975445792  |   0.0000000000640  -0.0000000001250
1831  |   -12.05353148997433     3.22257155770670  |  -0.0000000001996  -0.0000000001275
1832  |     6.03728608783762    -2.64479688949209  |  -0.0000000000220  -0.0000000001798
1833  |     0.47363708810520   -16.29119295560163  |  -0.0000000000017  -0.0000000001506
1834  |    -7.58142862795226    -5.92574392252066  |  -0.0000000001010  -0.0000000001680
1835  |    10.95930096833357     6.96549316174917  |  -0.0000000001092  -0.0000000001933
1836  |    -2.23633466518979   -10.93605204380128  |   0.0000000000064  -0.0000000001998
1837  |    12.28995443394681     0.94862556015515  |  -0.0000000000694  -0.0000000001817
1838  |    14.21213294358179     6.00687372037313  |   0.0000000000288  -0.0000000001719
1839  |    -5.25907518655727     8.54161987805614  |  -0.0000000001227  -0.0000000001535
1840  |    -8.31692963195279     0.97241544576062  |  -0.0000000000098  -0.0000000001723
1841  |    10.30850892361356     7.19383559046310  |  -0.0000000001291  -0.0000000001571
1842  |     2.64086947825763    -4.46252567410768  |  -0.0000000000582  -0.0000000001970
1843  |     3.25355595586469    -6.17372311779615  |   0.0000000000156  -0.0000000001557
1844  |    -0.64959933191719    -6.60354830430648  |  -0.0000000002128  -0.0000000001881
1845  |     5.29115147606307    -3.64982670272107  |   0.0000000000279  -0.0000000001947
1846  |    -6.11762845963832     6.62051053150953  |  -0.0000000000799  -0.0000000001704
1847  |    -1.91607726915539   -10.43056546600881  |  -0.0000000001369  -0.0000000001902
1848  |    -1.01125360387284    -4.06921935171116  |   0.0000000001226  -0.0000000001622
1849  |     4.40791525211468   -14.58495288695359  |  -0.0000000001766  -0.0000000001257
1850  |    -2.85647781578551    -3.47818522104177  |  -0.0000000000848  -0.0000000001777
1851  |    -1.41769268707407     6.61764450087511  |  -0.0000000000659  -0.0000000001523
1852  |    10.79008246888752     4.15518261398229  |  -0.0000000001754  -0.0000000002022
1853  |   -16.55611218712018    -1.58559937811142  |   0.0000000000724  -0.0000000001698
1854  |     2.04521561201729    -0.65208345889344  |  -0.0000000002681  -0.0000000001930
1855  |    -3.26335262212953    18.47508344850869  |   0.0000000002017  -0.0000000001725
1856  |    24.52883522696617    -3.61995665539262  |  -0.0000000002587  -0.0000000001336
1857  |   -10.65228461596251    10.47014959743580  |  -0.0000000000840  -0.0000000001984
1858  |     9.26050961137556    -1.98773158232771  |   0.0000000000533  -0.0000000001446
1859  |    18.64818980918833     8.11827008938632  |  -0.0000000001967  -0.0000000001587
1860  |    -2.74465784183850     9.17160388782211  |   0.0000000000493  -0.0000000001509
1861  |    -5.72721614643827    30.25005805313604  |  -0.0000000001779  -0.0000000001471
1862  |   -11.77458668888547    -7.02429249480018  |  -0.0000000000950  -0.0000000001757
1863  |     2.19949750843108    -7.68231265597573  |  -0.0000000001822  -0.0000000001995
1864  |    -7.61583942608267     1.71648815413766  |   0.0000000001483  -0.0000000001833
1865  |     9.10142299691194    -8.82516613369778  |  -0.0000000001881  -0.0000000001407
1866  |   -10.50850292143049   -11.16428717005679  |  -0.0000000001401  -0.0000000001986
1867  |    -0.98107310008875   -10.75072758958606  |  -0.0000000000386  -0.0000000001753
1868  |     8.97842456491566    15.53503712888626  |  -0.0000000001840  -0.0000000002021
1869  |     1.13977017061831     1.81169867663609  |   0.0000000001296  -0.0000000001666
1870  |    -6.83742624863045    13.30877281246996  |  -0.0000000002032  -0.0000000001406
1871  |    -9.31841899180839     0.92642851442549  |  -0.0000000000804  -0.0000000001704
1872  |    -6.28796666626961     5.92130900378569  |   0.0000000000242  -0.0000000001352
